"year","NOAACode","mean_sal_yr"
2003,174,6.76874109071398
2003,192,14.5903937427754
2003,229,10.9128301468352
2003,231,4.8428099052001
2003,237,8.46356120047231
2003,268,9.09940360498248
2003,274,4.71563070656405
2003,292,12.1960084578889
2003,331,3.25609796290592
2003,337,5.95125642212468
2003,368,6.79512124115186
2003,437,10.2331965062468
2003,537,10.0060197203906
2003,637,8.8534967567324
2004,5,13.0326205867267
2004,25,3.29369302179298
2004,27,7.95253345284991
2004,39,7.72117222900581
2004,43,10.1466530611112
2004,47,10.3314638933505
2004,53,9.83929557644393
2004,57,13.096905454191
2004,60,8.46800371205062
2004,62,8.11376302507647
2004,72,12.7661188799115
2004,78,9.07219829481682
2004,82,5.67240572930202
2004,86,9.2578264497958
2004,88,6.37029753516281
2004,96,9.25311524340017
2004,99,7.48543204297163
2004,127,6.59718028143384
2004,129,11.0719922009936
2004,131,5.61131544588905
2004,137,9.44103916838512
2004,168,9.55877337382564
2004,174,7.30832493896805
2004,192,13.9439840748808
2004,229,9.93307315032381
2004,231,3.82666668943814
2004,237,8.49319936646161
2004,268,9.01060195031623
2004,274,5.40729571592762
2004,292,12.0642195202344
2004,331,2.60569036775776
2004,337,6.0106705013324
2004,368,6.97508240176916
2004,437,8.95032398268423
2004,537,8.9599667416453
2004,637,8.33967958503231
2005,5,14.1313423771891
2005,25,5.70392647158012
2005,27,9.95373417634274
2005,39,9.97448181902429
2005,43,10.6245435235343
2005,47,11.1339201179511
2005,53,11.0264755362661
2005,57,14.6233468884632
2005,60,10.0373112749528
2005,62,8.14604423426437
2005,72,13.5895359373289
2005,78,10.1753400597185
2005,82,7.9972349634265
2005,86,10.2263219019436
2005,88,8.81257164295629
2005,96,9.87768592599816
2005,99,9.14341930761983
2005,127,9.46014363035233
2005,129,11.9081065969789
2005,131,8.1306534287156
2005,137,10.8503937359606
2005,168,10.5861857675686
2005,174,8.5042344082353
2005,192,15.0280438565871
2005,229,10.8367237801383
2005,231,5.91953261634899
2005,237,9.81271763745707
2005,268,9.90321829215018
2005,274,6.85624527142723
2005,292,12.9227558047147
2005,331,4.17181597587391
2005,337,6.86880260569441
2005,368,8.28269232345952
2005,437,10.7610101955671
2005,537,10.5239011191637
2005,637,9.75352215149718
2006,5,15.4542812150198
2006,25,5.43679435126488
2006,27,10.2438011585437
2006,39,10.2513113314712
2006,43,11.930069838969
2006,47,12.3782770256197
2006,53,11.642932715319
2006,57,15.7319435159377
2006,60,10.5035183713845
2006,62,9.55407822952396
2006,72,13.4936620982777
2006,78,11.3145514036098
2006,82,8.41024018126011
2006,86,11.4411439348818
2006,88,9.08476996552691
2006,96,10.8560445256038
2006,99,9.44269275951458
2006,127,9.6370406818943
2006,129,12.9769024099052
2006,131,8.36027370794854
2006,137,11.4071299172641
2006,168,11.7625104431221
2006,174,9.51490186876291
2006,192,15.7444279474864
2006,229,12.1489384587369
2006,231,6.26281074560821
2006,237,10.2120106658779
2006,268,11.073140426389
2006,274,7.67985334173064
2006,292,13.5882093546025
2006,331,4.59778501091872
2006,337,7.01035717589276
2006,368,9.06818998579269
2006,437,11.3797427595906
2006,537,11.1435548858091
2006,637,10.089093967518
2007,5,15.5520481374559
2007,25,7.17758795436952
2007,27,11.8281723179921
2007,39,11.5229322117425
2007,43,13.0564892097207
2007,47,13.9697556387889
2007,53,12.9137842615342
2007,57,15.6150403130229
2007,60,11.6669083469504
2007,62,10.935391670799
2007,72,15.686261698698
2007,78,12.8069941160564
2007,82,9.59027676829614
2007,86,13.016563182922
2007,88,10.5177329018581
2007,96,12.0607496358949
2007,99,10.6923770979882
2007,127,11.0255640055789
2007,129,14.3467414558265
2007,131,9.72763482571833
2007,137,12.609018414672
2007,168,12.93474893047
2007,174,10.2448368990294
2007,192,16.2839994562461
2007,229,13.8276484617566
2007,231,7.99659038383707
2007,237,10.8214646289032
2007,268,12.3114656588135
2007,274,8.43910775237004
2007,292,14.6815231165911
2007,331,6.31045475029074
2007,337,7.93687784806042
2007,368,10.474426043359
2007,437,12.638037388894
2007,537,12.3143702956324
2007,637,11.0792092749291
2008,5,16.1010124623996
2008,25,6.44631032149741
2008,27,11.3644633351393
2008,39,10.9807600504029
2008,43,13.6535294630635
2008,47,13.7772128792422
2008,53,12.6332982766624
2008,57,16.5557840568987
2008,60,11.3449050900941
2008,62,11.9144385017274
2008,72,15.2564312063536
2008,78,12.6492704095476
2008,82,8.46220660525109
2008,86,12.8598685222517
2008,88,9.03134254618184
2008,96,13.1714073598185
2008,99,10.1639583651178
2008,127,9.97890992057306
2008,129,14.0678057984747
2008,131,9.10495248217783
2008,137,12.4445301302762
2008,168,12.5676679620022
2008,174,9.95191161742943
2008,192,17.1188845329917
2008,229,13.4387163587409
2008,231,7.04383422284729
2008,237,10.7801911484442
2008,268,11.9724388608197
2008,274,8.31842598188049
2008,292,15.406247641526
2008,331,5.21820393752926
2008,337,7.98641448286298
2008,368,10.3084080282444
2008,437,12.381554240728
2008,537,12.1115182695815
2008,637,10.9631794638703
2009,5,15.743869476582
2009,25,6.94344699530723
2009,27,12.0557089818391
2009,39,11.7833718020944
2009,43,13.4277509010412
2009,47,14.3336339479895
2009,53,13.4313947335806
2009,57,16.324693958781
2009,60,12.1817667631588
2009,62,10.4326047890421
2009,72,14.5463203514638
2009,78,13.2769940832927
2009,82,9.30806884894228
2009,86,13.2339424697629
2009,88,9.92360748404218
2009,96,12.4458439587117
2009,99,10.9745155034275
2009,127,10.719390876718
2009,129,14.6334939111453
2009,131,9.80782114445312
2009,137,13.1687793155438
2009,168,13.661835670372
2009,174,10.3672770835785
2009,192,16.9526090944647
2009,229,14.1078616010141
2009,231,7.74264801091245
2009,237,11.7619079487435
2009,268,12.9109895898911
2009,274,8.97431243981142
2009,292,15.5013458127816
2009,331,5.74375068238828
2009,337,8.12493849410186
2009,368,11.1590793030531
2009,437,13.0214288258309
2009,537,12.8319144350979
2009,637,11.837992193659
2010,5,15.9693819516035
2010,25,7.64326456510286
2010,27,11.5718244076095
2010,39,10.5462456320731
2010,43,13.722934229235
2010,47,14.5082703012376
2010,53,12.7967943912908
2010,57,16.1274283826651
2010,60,12.430896284558
2010,62,10.1988967414295
2010,72,15.3872273908492
2010,78,12.7254155792047
2010,82,9.04309331073958
2010,86,13.1440398961141
2010,88,10.0047169293519
2010,96,12.0103935082996
2010,99,10.3701970462703
2010,127,10.4109457051858
2010,129,14.2516755513133
2010,131,9.20670725787801
2010,137,13.0903748086059
2010,168,12.6232490255841
2010,174,10.1696496680581
2010,192,16.1316650515045
2010,229,13.6632668729437
2010,231,8.10823498457626
2010,237,11.4981201683244
2010,268,11.9816212843248
2010,274,9.06988974880228
2010,292,14.8647357747484
2010,331,6.0445201280211
2010,337,8.05125407863404
2010,368,10.2336523177679
2010,437,12.5909499869861
2010,537,13.0321371045746
2010,637,12.8916521609511
2011,5,13.8126183554611
2011,25,3.79881152955023
2011,27,7.89889600027759
2011,39,7.60717576837985
2011,43,11.47577446914
2011,47,11.4041331896421
2011,53,9.4468185805
2011,57,13.9173339340663
2011,60,8.30478862457425
2011,62,9.05075855228784
2011,72,13.2648480990523
2011,78,9.5928178467202
2011,82,5.33341486734157
2011,86,9.71816137571408
2011,88,5.79882570658554
2011,96,10.6303093044493
2011,99,7.25050476404583
2011,127,6.53457658474151
2011,129,10.9638303899267
2011,131,5.6844032337715
2011,137,9.42386636372095
2011,168,10.0215514963451
2011,174,7.57226805729369
2011,192,13.5099415938313
2011,229,10.2835477675639
2011,231,4.00295414375515
2011,237,8.74511391902596
2011,268,9.70564021384374
2011,274,5.95857473500269
2011,292,12.4470093841764
2011,331,2.7260676050967
2011,337,5.49599113402576
2011,368,8.11592616483842
2011,437,9.04975823893755
2011,537,8.98124158354122
2011,637,8.43086938004821
2012,5,15.0084455565559
2012,25,6.56016720352913
2012,27,11.4203584527058
2012,39,10.7185501722857
2012,43,13.2261587016772
2012,47,13.9387306777855
2012,53,12.3605625266778
2012,57,15.9731808582403
2012,60,11.8778131577401
2012,62,10.3125805258416
2012,72,13.6746327851414
2012,78,11.9650657426037
2012,82,8.94342218221643
2012,86,12.2483695728465
2012,88,9.67423877999949
2012,96,11.7182738131582
2012,99,10.871297017815
2012,127,10.3910765483855
2012,129,13.6160961175298
2012,131,9.1472704476499
2012,137,12.2288833867584
2012,168,11.3889207787828
2012,174,9.00642837517711
2012,192,15.7721829051647
2012,229,12.5360127036214
2012,231,7.5355857701336
2012,237,11.7040469105293
2012,268,11.0355523906082
2012,274,7.84014109216361
2012,292,14.2105267241525
2012,331,5.7035603522691
2012,337,6.24985209603518
2012,368,9.81506061772779
2012,437,11.6963959930589
2012,537,12.0561624121463
2012,637,12.3543948685603
2013,5,15.8227652358916
2013,25,5.82639186623135
2013,27,11.6793012234499
2013,39,10.9794068354916
2013,43,13.2349033425988
2013,47,14.3710306386183
2013,53,12.6284892992278
2013,57,16.2312176954131
2013,60,11.7729575933096
2013,62,9.77452652991033
2013,72,15.107383353142
2013,78,12.8428162878268
2013,82,8.57747413940593
2013,86,13.0337595192193
2013,88,9.01738575814828
2013,96,11.542981712166
2013,99,10.6470903398189
2013,127,9.82566467666981
2013,129,14.598551636624
2013,131,8.94804036627078
2013,137,12.3631363814579
2013,168,13.1233825520944
2013,174,9.87852395334492
2013,192,16.9225867785041
2013,229,13.9532329460707
2013,231,6.85350273879468
2013,237,9.77411098826065
2013,268,12.3911749303775
2013,274,8.22299088118467
2013,292,15.1897420593486
2013,331,4.99164451578465
2013,337,6.28810616499702
2013,368,10.3642699582183
2013,437,13.0082316219777
2013,537,12.6587969984746
2013,637,10.936694753759
2014,5,15.9096711023747
2014,25,5.7815226243456
2014,27,11.1183607824914
2014,39,10.0726458482998
2014,43,12.9174719157985
2014,47,13.4795592201433
2014,53,11.9024690523615
2014,57,15.5165621395763
2014,60,10.7525584574731
2014,62,10.2547060844403
2014,72,16.1654773476822
2014,78,11.811907847907
2014,82,8.13355038485243
2014,86,11.9157122900301
2014,88,9.00507369271851
2014,96,11.8767235943173
2014,99,9.92780057065086
2014,127,9.50704427819446
2014,129,13.3409402293263
2014,131,8.47474245258394
2014,137,11.0973038368904
2014,168,12.0936205626046
2014,174,8.52050815841064
2014,192,15.5285203470246
2014,229,12.751185501469
2014,231,6.84820180230222
2014,237,9.79808043258891
2014,268,11.4448933902096
2014,274,6.28649890577655
